#amostra,Pop,dpi,Inoculo,CT1_DENV,CT2_DENV,CT3_DENV,CT4_DENV,CT5_DENV,CT6_DENV,CT1_TM513,CT2_TM514,CT3_TM515,CT4_TM516,CT1_RPS17,CT2_RPS17,CT3_RPS17,CT4_RPS17
238,1,3,100000000,38.8199996948,36.9930000305,NaN,NaN,NaN,NaN,19.7919998169,NaN,NaN,NaN,19.9979991913,NaN,NaN,NaN
239,1,3,100000000,36.8639984131,36.3390007019,NaN,NaN,NaN,NaN,19.6669998169,NaN,NaN,NaN,19.6849994659,NaN,NaN,NaN
240,1,3,100000000,36.6829986572,36.7019996643,NaN,NaN,NaN,NaN,19.2220001221,NaN,NaN,NaN,19.6089992523,NaN,NaN,NaN
169,1,7,100000000,999999,999999,NaN,NaN,NaN,NaN,19.2649993896,NaN,NaN,NaN,17.0340003967,NaN,NaN,NaN
170,1,7,100000000,999999,999999,NaN,NaN,NaN,NaN,18.5990009308,NaN,NaN,NaN,16.5849990845,NaN,NaN,NaN
171,1,7,100000000,26.0680007935,26.7520008087,NaN,NaN,NaN,NaN,18.6060009003,NaN,NaN,NaN,17.8069992065,NaN,NaN,NaN
172,1,7,100000000,37.5519981384,36.9560012817,NaN,NaN,NaN,NaN,19.8120002747,NaN,NaN,NaN,17.8560009003,NaN,NaN,NaN
173,1,7,100000000,36.577999115,36.0299987793,NaN,NaN,NaN,NaN,19.0249996185,NaN,NaN,NaN,17.1970005035,NaN,NaN,NaN
174,1,7,100000000,23.6940002441,23.8500003815,NaN,NaN,NaN,NaN,17.732000351,NaN,NaN,NaN,16.4099998474,NaN,NaN,NaN
175,1,7,100000000,24.966999054,24.9430007935,NaN,NaN,NaN,NaN,17.6800003052,NaN,NaN,NaN,16.9039993286,NaN,NaN,NaN
176,1,7,100000000,35.9650001526,999999,NaN,NaN,NaN,NaN,19.4190006256,NaN,NaN,NaN,17.4629993439,NaN,NaN,NaN
177,1,7,100000000,30.9909992218,31.0590000153,NaN,NaN,NaN,NaN,18.6000003815,NaN,NaN,NaN,24.7159996033,NaN,NaN,NaN
178,1,7,100000000,37.0750007629,36.6310005188,NaN,NaN,NaN,NaN,23.4799995422,NaN,NaN,NaN,24.5440006256,NaN,NaN,NaN
68,1,14,100000000,37.7949981689,36.9809989929,NaN,NaN,NaN,NaN,17.9920005798,18.2630004883,NaN,NaN,18.9500007629,19.1210002899,NaN,NaN
69,1,14,100000000,20.5869998932,36.1599998474,20.0970001221,36.7589988708,36.138999939,36.0349998474,22.6959991455,NaN,NaN,NaN,19.0739994049,NaN,NaN,NaN
70,1,14,100000000,20.8260002136,21.0569992065,NaN,NaN,NaN,NaN,18.0699996948,18.158000946,23.5079994202,NaN,19.0270004272,18.7910003662,19.4920005798,NaN
71,1,14,100000000,23.1609992981,23.3549995422,NaN,NaN,NaN,NaN,17.9179992676,18.0680007935,18.8409996033,NaN,19.3810005188,19.5960006714,19.7250003815,NaN
72,1,14,100000000,33.0419998169,33.0410003662,NaN,NaN,NaN,NaN,18.8710002899,NaN,NaN,NaN,18.8759994507,NaN,NaN,NaN
73,1,14,100000000,22.6749992371,22.388999939,NaN,NaN,NaN,NaN,19.811000824,NaN,NaN,NaN,19.1140003204,NaN,NaN,NaN
74,1,14,100000000,38.1920013428,999999,NaN,NaN,NaN,NaN,19.5949993134,NaN,NaN,NaN,19.2259998322,NaN,NaN,NaN
75,1,14,100000000,20.9570007324,20.9500007629,NaN,NaN,NaN,NaN,19.7889995575,NaN,NaN,NaN,20.1840000153,NaN,NaN,NaN
76,1,14,100000000,24.4379997253,24.2520008087,NaN,NaN,NaN,NaN,20.8500003815,NaN,NaN,NaN,21.267999649,NaN,NaN,NaN
77,1,14,100000000,22.4349994659,22.4489994049,NaN,NaN,NaN,NaN,20.9349994659,NaN,NaN,NaN,22.5090007782,NaN,NaN,NaN
78,1,14,100000000,20.8069992065,20.966999054,NaN,NaN,NaN,NaN,19.9850006104,NaN,NaN,NaN,19.6609992981,NaN,NaN,NaN
79,1,14,100000000,37.8619995117,999999,NaN,NaN,NaN,NaN,20.3449993134,NaN,NaN,NaN,20.4610004425,NaN,NaN,NaN
80,1,14,100000000,22.7619991302,22.7110004425,NaN,NaN,NaN,NaN,20.4829998016,NaN,NaN,NaN,20.736000061,NaN,NaN,NaN
81,1,14,100000000,22.9349994659,23.0130004883,NaN,NaN,NaN,NaN,20.7080001831,NaN,NaN,NaN,21.0690002441,NaN,NaN,NaN
35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN
148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
